Inst_salud;Domicilio;Otro;Sin_informacion;total;Ano;id_regimen_Regimen;id_area_Area_Regimen
2133;14;2;0;2149;2008;nas;5
10;0;0;0;10;2008;nas;18
123;2;0;1;126;2008;nas;16
17710;85;21;5;17821;2008;nas;6
729;0;1;0;730;2009;nas;21
166;2;0;0;168;2009;nas;4
318;4;1;0;323;2009;nas;15
1208;4;3;0;1215;2009;nas;14
996;8;1;0;1005;2009;nas;22
593;2;0;0;595;2009;nas;20
1760;4;0;0;1764;2009;nas;3
2447;10;4;0;2461;2009;nas;9
541;0;0;0;541;2009;nas;8
1460;4;4;1;1469;2009;nas;7
2351;10;3;0;2364;2009;nas;17
215;1;0;0;216;2009;nas;2
86;0;0;0;86;2009;nas;19
273;1;0;1;275;2009;nas;11
186;1;0;0;187;2009;nas;1
394;1;0;0;395;2009;nas;12
31;0;0;0;31;2009;nas;10
1292;9;1;1;1303;2009;nas;13
2237;6;1;1;2245;2009;nas;5
13;0;0;0;13;2009;nas;18
113;4;0;0;117;2009;nas;16
17409;71;19;4;17503;2009;nas;6
561;1;0;0;562;2010;nas;21
150;0;0;0;150;2010;nas;4
225;2;0;0;227;2010;nas;15
818;7;0;0;825;2010;nas;14
681;2;0;0;683;2010;nas;22
437;0;0;0;437;2010;nas;20
1217;7;1;0;1225;2010;nas;3
2080;5;2;0;2087;2010;nas;9
437;1;0;0;438;2010;nas;8
1087;3;0;0;1090;2010;nas;7
2215;9;2;0;2226;2010;nas;17
129;0;0;0;129;2010;nas;2
42;0;1;0;43;2010;nas;19
174;1;1;0;176;2010;nas;11
100;1;2;0;103;2010;nas;1
263;0;0;0;263;2010;nas;12
24;0;0;0;24;2010;nas;10
767;2;1;0;770;2010;nas;13
1411;5;0;0;1416;2010;nas;5
2;0;0;0;2;2010;nas;18
139;0;1;0;140;2010;nas;16
12959;46;11;0;13016;2010;nas;6
474;1;0;0;475;2011;nas;21
121;1;0;0;122;2011;nas;4
213;1;2;0;216;2011;nas;15
711;3;1;0;715;2011;nas;14
732;2;2;0;736;2011;nas;22
356;1;0;0;357;2011;nas;20
1186;1;0;0;1187;2011;nas;3
1662;8;0;0;1670;2011;nas;9
262;2;0;0;264;2011;nas;8
933;1;2;0;936;2011;nas;7
1564;6;3;0;1573;2011;nas;17
138;0;0;0;138;2011;nas;2
45;0;0;0;45;2011;nas;19
146;0;0;0;146;2011;nas;11
131;2;0;0;133;2011;nas;1
226;0;0;0;226;2011;nas;12
26;0;0;0;26;2011;nas;10
650;2;0;0;652;2011;nas;13
1526;4;2;0;1532;2011;nas;5
4;0;0;0;4;2011;nas;18
16;1;0;0;17;2011;nas;16
11122;36;12;0;11170;2011;nas;6
489;0;0;0;489;2012;nas;21
104;2;0;0;106;2012;nas;4
195;2;1;0;198;2012;nas;15
664;3;0;0;667;2012;nas;14
619;1;1;0;621;2012;nas;22
285;0;0;0;285;2012;nas;20
960;3;1;0;964;2012;nas;3
1530;12;1;0;1543;2012;nas;9
264;1;1;0;266;2012;nas;8
793;3;1;0;797;2012;nas;7
1426;3;1;0;1430;2012;nas;17
120;0;0;0;120;2012;nas;2
41;1;0;0;42;2012;nas;19
152;0;1;0;153;2012;nas;11
106;1;1;0;108;2012;nas;1
186;4;1;0;191;2012;nas;12
23;1;0;0;24;2012;nas;10
599;4;1;0;604;2012;nas;13
1221;3;1;0;1225;2012;nas;5
5;0;1;0;6;2012;nas;18
12;0;2;0;14;2012;nas;16
9794;44;15;0;9853;2012;nas;6
443;1;0;0;444;2013;nas;21
125;2;0;0;127;2013;nas;4
192;0;0;0;192;2013;nas;15
526;0;2;0;528;2013;nas;14
553;2;1;0;556;2013;nas;22
295;0;0;0;295;2013;nas;20
837;0;2;0;839;2013;nas;3
1067;7;3;0;1077;2013;nas;9
253;0;0;0;253;2013;nas;8
783;3;0;0;786;2013;nas;7
1588;5;2;0;1595;2013;nas;17
78;0;0;0;78;2013;nas;2
33;0;0;0;33;2013;nas;19
139;0;0;0;139;2013;nas;11
91;1;0;0;92;2013;nas;1
181;0;0;0;181;2013;nas;12
25;0;0;0;25;2013;nas;10
623;2;0;0;625;2013;nas;13
1138;3;1;0;1142;2013;nas;5
12;0;0;0;12;2013;nas;18
22;0;1;0;23;2013;nas;16
9004;26;12;0;9042;2013;nas;6
340;3;0;0;343;2014;nas;21
78;1;0;0;79;2014;nas;4
128;2;0;0;130;2014;nas;15
442;0;0;0;442;2014;nas;14
474;1;2;0;477;2014;nas;22
202;0;0;0;202;2014;nas;20
629;4;0;0;633;2014;nas;3
827;9;1;0;837;2014;nas;9
151;0;0;0;151;2014;nas;8
620;3;0;0;623;2014;nas;7
1441;10;1;0;1452;2014;nas;17
77;0;0;0;77;2014;nas;2
31;4;0;0;35;2014;nas;19
122;1;1;0;124;2014;nas;11
79;0;0;0;79;2014;nas;1
133;0;0;0;133;2014;nas;12
21;0;0;0;21;2014;nas;10
410;1;0;0;411;2014;nas;13
1103;2;0;0;1105;2014;nas;5
7;0;0;0;7;2014;nas;18
78;0;1;0;79;2014;nas;16
7393;41;6;0;7440;2014;nas;6
244;0;1;0;245;2015;nas;21
96;2;0;0;98;2015;nas;4
69;2;0;0;71;2015;nas;15
238;1;0;0;239;2015;nas;14
331;2;0;0;333;2015;nas;22
131;1;0;0;132;2015;nas;20
461;4;0;0;465;2015;nas;3
484;3;1;0;488;2015;nas;9
108;0;0;0;108;2015;nas;8
361;1;0;0;362;2015;nas;7
998;5;0;0;1003;2015;nas;17
43;1;0;0;44;2015;nas;2
31;3;0;0;34;2015;nas;19
77;2;0;0;79;2015;nas;11
47;0;0;0;47;2015;nas;1
72;0;0;0;72;2015;nas;12
21;0;0;0;21;2015;nas;10
258;0;0;0;258;2015;nas;13
688;3;0;0;691;2015;nas;5
2;0;0;0;2;2015;nas;18
75;3;3;0;81;2015;nas;16
4835;33;5;0;4873;2015;nas;6
177;0;0;0;177;2016;nas;21
77;1;0;0;78;2016;nas;4
69;1;0;0;70;2016;nas;15
218;1;0;0;219;2016;nas;14
244;3;0;0;247;2016;nas;22
110;1;0;0;111;2016;nas;20
302;1;1;0;304;2016;nas;3
363;1;0;0;364;2016;nas;9
83;1;0;0;84;2016;nas;8
191;1;0;0;192;2016;nas;7
1049;6;1;0;1056;2016;nas;17
36;0;0;0;36;2016;nas;2
24;0;0;0;24;2016;nas;19
57;2;0;0;59;2016;nas;11
32;0;0;0;32;2016;nas;1
54;0;0;0;54;2016;nas;12
12;0;0;0;12;2016;nas;10
173;1;0;0;174;2016;nas;13
493;2;0;0;495;2016;nas;5
7;0;0;0;7;2016;nas;18
151;2;2;0;155;2016;nas;16
3922;24;4;0;3950;2016;nas;6
166;1;0;0;167;2017;nas;21
86;0;0;0;86;2017;nas;4
76;1;0;0;77;2017;nas;15
197;1;0;0;198;2017;nas;14
203;6;0;0;209;2017;nas;22
90;1;0;0;91;2017;nas;20
245;2;0;0;247;2017;nas;3
335;3;0;0;338;2017;nas;9
71;0;0;0;71;2017;nas;8
178;2;0;0;180;2017;nas;7
366;4;2;0;372;2017;nas;17
31;0;0;0;31;2017;nas;2
26;0;0;0;26;2017;nas;19
49;1;0;0;50;2017;nas;11
31;0;0;0;31;2017;nas;1
35;0;0;0;35;2017;nas;12
15;0;0;0;15;2017;nas;10
163;0;0;0;163;2017;nas;13
445;3;0;0;448;2017;nas;5
1;0;1;0;2;2017;nas;18
18;0;0;0;18;2017;nas;16
2827;25;3;0;2855;2017;nas;6
223;2;1;0;226;2018;nas;21
104;0;0;0;104;2018;nas;4
196;0;2;0;198;2018;nas;15
320;0;0;0;320;2018;nas;14
310;0;0;0;310;2018;nas;22
178;1;0;0;179;2018;nas;20
558;1;2;0;561;2018;nas;3
800;4;2;0;806;2018;nas;9
170;0;0;0;170;2018;nas;8
378;1;0;0;379;2018;nas;7
325;0;0;0;325;2018;nas;17
55;0;0;0;55;2018;nas;2
46;0;0;0;46;2018;nas;19
181;0;0;0;181;2018;nas;11
54;1;0;0;55;2018;nas;1
80;1;0;0;81;2018;nas;12
26;0;0;0;26;2018;nas;10
317;1;1;0;319;2018;nas;13
670;3;1;0;674;2018;nas;5
4;0;0;0;4;2018;nas;18
27;1;0;0;28;2018;nas;16
5022;16;9;0;5047;2018;nas;6
