cesarea;espontaneo;instrumentado;sin_informacion;total ;ano;id_regimen_regimen;id_area_area_regimen
676;1639;46;3;2364;2009;nas;17
655;1536;35;0;2226;2010;nas;17
436;1097;40;0;1573;2011;nas;17
457;935;38;0;1430;2012;nas;17
523;1047;25;0;1595;2013;nas;17
471;966;15;0;1452;2014;nas;17
381;616;6;0;1003;2015;nas;17
427;623;6;0;1056;2016;nas;17
150;218;4;0;372;2017;nas;17
151;168;5;1;325;2018;nas;17
9;24;1;0;34;2008;sub;18
7;14;0;0;21;2009;sub;18
3;19;0;0;22;2010;sub;18
5;6;0;0;11;2011;sub;18
11;25;0;0;36;2012;sub;18
10;15;0;0;25;2013;sub;18
5;12;0;0;17;2014;sub;18
7;17;1;0;25;2015;sub;18
1;5;0;0;6;2016;sub;18
5;6;0;0;11;2017;sub;18
3;8;1;0;12;2018;sub;18
4;9;0;1;14;2008;con;18
2;6;0;0;8;2009;con;18
2;9;0;0;11;2010;con;18
1;1;0;0;2;2011;con;18
1;1;0;0;2;2012;con;18
2;1;0;0;3;2013;con;18
1;9;0;0;10;2014;con;18
2;7;0;0;9;2015;con;18
0;9;0;0;9;2016;con;18
1;4;0;0;5;2017;con;18
2;7;0;0;9;2018;con;18
0;0;0;0;0;2008;esp;18
0;0;0;0;0;2009;esp;18
0;0;0;0;0;2010;esp;18
0;0;0;0;0;2011;esp;18
0;0;0;0;0;2012;esp;18
1;0;0;0;1;2013;esp;18
0;1;0;0;1;2014;esp;18
0;1;0;0;1;2015;esp;18
0;0;0;0;0;2016;esp;18
1;0;0;0;1;2017;esp;18
0;0;0;0;0;2018;esp;18
0;10;0;0;10;2008;nas;18
4;9;0;0;13;2009;nas;18
1;1;0;0;2;2010;nas;18
2;2;0;0;4;2011;nas;18
1;5;0;0;6;2012;nas;18
2;10;0;0;12;2013;nas;18
2;4;1;0;7;2014;nas;18
0;2;0;0;2;2015;nas;18
0;7;0;0;7;2016;nas;18
0;2;0;0;2;2017;nas;18
2;2;0;0;4;2018;nas;18
9;30;2;0;41;2008;sub;19
13;24;0;0;37;2009;sub;19
10;32;2;0;44;2010;sub;19
24;43;1;0;68;2011;sub;19
25;32;0;0;57;2012;sub;19
36;58;1;0;95;2013;sub;19
27;41;1;0;69;2014;sub;19
19;32;2;0;53;2015;sub;19
19;32;1;0;52;2016;sub;19
26;41;2;0;69;2017;sub;19
31;46;3;0;80;2018;sub;19
538;476;72;2;1088;2008;con;19
606;487;63;5;1161;2009;con;19
558;459;72;2;1091;2010;con;19
649;463;61;0;1173;2011;con;19
534;465;52;0;1051;2012;con;19
628;486;50;1;1165;2013;con;19
717;539;48;0;1304;2014;con;19
671;421;61;0;1153;2015;con;19
642;438;51;0;1131;2016;con;19
593;418;41;0;1052;2017;con;19
548;391;40;0;979;2018;con;19
27;32;7;1;67;2008;esp;19
43;29;2;1;75;2009;esp;19
24;25;6;2;57;2010;esp;19
26;21;5;0;52;2011;esp;19
34;28;6;0;68;2012;esp;19
37;24;3;0;64;2013;esp;19
42;30;6;0;78;2014;esp;19
49;13;0;0;62;2015;esp;19
23;15;4;0;42;2016;esp;19
32;14;1;0;47;2017;esp;19
25;21;3;0;49;2018;esp;19
28;56;1;0;85;2008;nas;19
32;52;2;0;86;2009;nas;19
16;26;0;1;43;2010;nas;19
16;29;0;0;45;2011;nas;19
12;28;2;0;42;2012;nas;19
11;22;0;0;33;2013;nas;19
15;19;0;1;35;2014;nas;19
12;22;0;0;34;2015;nas;19
15;9;0;0;24;2016;nas;19
7;17;2;0;26;2017;nas;19
22;23;1;0;46;2018;nas;19
301;543;15;4;863;2008;sub;20
229;474;14;2;719;2009;sub;20
291;545;13;0;849;2010;sub;20
259;439;9;1;708;2011;sub;20
264;460;12;0;736;2012;sub;20
249;426;10;0;685;2013;sub;20
233;428;4;0;665;2014;sub;20
242;393;9;0;644;2015;sub;20
223;384;12;0;619;2016;sub;20
217;379;7;0;603;2017;sub;20
218;332;10;0;560;2018;sub;20
766;1232;96;9;2103;2008;con;20
817;1199;78;10;2104;2009;con;20
764;976;80;3;1823;2010;con;20
824;998;64;1;1887;2011;con;20
728;1010;52;0;1790;2012;con;20
811;956;63;0;1830;2013;con;20
774;985;50;0;1809;2014;con;20
791;975;40;0;1806;2015;con;20
755;978;40;0;1773;2016;con;20
684;893;33;0;1610;2017;con;20
612;847;35;0;1494;2018;con;20
53;89;9;1;152;2008;esp;20
71;80;15;0;166;2009;esp;20
78;82;5;2;167;2010;esp;20
66;75;10;0;151;2011;esp;20
42;62;16;0;120;2012;esp;20
45;59;12;0;116;2013;esp;20
56;49;2;0;107;2014;esp;20
53;69;5;0;127;2015;esp;20
44;68;3;0;115;2016;esp;20
60;49;6;0;115;2017;esp;20
41;43;4;0;88;2018;esp;20
203;395;10;1;609;2008;nas;20
159;418;17;1;595;2009;nas;20
155;273;9;0;437;2010;nas;20
124;227;6;0;357;2011;nas;20
102;175;8;0;285;2012;nas;20
109;184;2;0;295;2013;nas;20
69;129;4;0;202;2014;nas;20
63;67;2;0;132;2015;nas;20
33;76;2;0;111;2016;nas;20
34;54;3;0;91;2017;nas;20
77;99;3;0;179;2018;nas;20
175;548;19;4;746;2008;sub;21
171;431;17;2;621;2009;sub;21
156;457;17;1;631;2010;sub;21
175;446;20;0;641;2011;sub;21
171;484;19;1;675;2012;sub;21
170;370;12;0;552;2013;sub;21
203;417;15;0;635;2014;sub;21
182;468;11;0;661;2015;sub;21
200;529;14;0;743;2016;sub;21
211;470;13;0;694;2017;sub;21
220;394;6;0;620;2018;sub;21
2213;2330;272;21;4836;2008;con;21
2377;2208;262;28;4875;2009;con;21
2533;2137;274;6;4950;2010;con;21
2349;1983;218;2;4552;2011;con;21
2577;2070;241;0;4888;2012;con;21
2566;1987;228;0;4781;2013;con;21
2655;2071;188;0;4914;2014;con;21
2878;2178;243;0;5299;2015;con;21
2859;2054;228;0;5141;2016;con;21
2693;2015;226;0;4934;2017;con;21
2472;1853;179;0;4504;2018;con;21
83;64;10;0;157;2008;esp;21
83;97;12;0;192;2009;esp;21
102;75;11;2;190;2010;esp;21
97;110;10;0;217;2011;esp;21
83;77;13;0;173;2012;esp;21
113;72;7;0;192;2013;esp;21
87;61;6;0;154;2014;esp;21
86;71;4;0;161;2015;esp;21
93;67;5;0;165;2016;esp;21
69;64;3;0;136;2017;esp;21
60;50;8;0;118;2018;esp;21
162;429;29;2;622;2008;nas;21
210;489;29;2;730;2009;nas;21
170;374;16;2;562;2010;nas;21
135;328;12;0;475;2011;nas;21
131;340;18;0;489;2012;nas;21
150;290;4;0;444;2013;nas;21
114;209;20;0;343;2014;nas;21
110;131;4;0;245;2015;nas;21
62;108;7;0;177;2016;nas;21
72;93;2;0;167;2017;nas;21
95;129;2;0;226;2018;nas;21
726;1781;36;8;2551;2008;sub;22
690;1908;43;10;2651;2009;sub;22
676;1804;25;1;2506;2010;sub;22
686;1732;33;0;2451;2011;sub;22
674;1499;31;0;2204;2012;sub;22
651;1406;19;0;2076;2013;sub;22
567;1323;19;0;1909;2014;sub;22
629;1232;32;0;1893;2015;sub;22
539;1203;18;0;1760;2016;sub;22
559;1188;16;0;1763;2017;sub;22
547;1105;11;0;1663;2018;sub;22
968;1816;89;8;2881;2008;con;22
998;1694;98;18;2808;2009;con;22
982;1702;91;2;2777;2010;con;22
997;1679;96;1;2773;2011;con;22
1106;1848;104;0;3058;2012;con;22
1065;1678;67;0;2810;2013;con;22
1077;1708;60;0;2845;2014;con;22
1221;1824;68;0;3113;2015;con;22
1322;2016;57;0;3395;2016;con;22
1212;1861;49;0;3122;2017;con;22
1077;1796;43;0;2916;2018;con;22
34;65;8;0;107;2008;esp;22
39;80;7;2;128;2009;esp;22
50;78;4;2;134;2010;esp;22
49;77;10;0;136;2011;esp;22
41;73;9;0;123;2012;esp;22
53;76;6;0;135;2013;esp;22
41;59;3;0;103;2014;esp;22
47;78;7;0;132;2015;esp;22
47;53;7;0;107;2016;esp;22
51;57;4;0;112;2017;esp;22
51;43;1;0;95;2018;esp;22
230;741;21;2;994;2008;nas;22
282;713;8;2;1005;2009;nas;22
180;493;10;0;683;2010;nas;22
198;522;16;0;736;2011;nas;22
184;432;5;0;621;2012;nas;22
173;380;3;0;556;2013;nas;22
144;328;5;0;477;2014;nas;22
107;224;2;0;333;2015;nas;22
93;153;1;0;247;2016;nas;22
69;139;1;0;209;2017;nas;22
121;187;2;0;310;2018;nas;22
